country,year,predicted_temperature
JAM,2016,26.1262
JAM,2017,26.177671
JAM,2018,26.229147
JAM,2019,26.2806
JAM,2020,26.332071
JAM,2021,26.383543
JAM,2022,26.435005
JAM,2023,26.486473
JAM,2024,26.537743
JAM,2025,26.589252
JEY,2015,12.610191
JEY,2016,12.660442
JEY,2017,12.710687
JEY,2018,12.7614155
JEY,2019,12.812485
JEY,2020,12.863556
JEY,2021,12.914626
JEY,2022,12.966323
JEY,2023,13.0202465
JEY,2024,13.074169
JEY,2025,13.128105
JPN,2015,12.599661
JPN,2016,12.66026
JPN,2017,12.722744
JPN,2018,12.78523
JPN,2019,12.847715
JPN,2020,12.910203
JPN,2021,12.972689
JPN,2022,13.035307
JPN,2023,13.099321
JPN,2024,13.163335
JPN,2025,13.227348
JOR,2015,20.20469
JOR,2016,20.248688
JOR,2017,20.298996
JOR,2018,20.351763
JOR,2019,20.404552
JOR,2020,20.457321
JOR,2021,20.510098
JOR,2022,20.56287
JOR,2023,20.61565
JOR,2024,20.668423
JOR,2025,20.721354
KAZ,2015,7.3614855
KAZ,2016,7.4292336
KAZ,2017,7.49705
KAZ,2018,7.565448
KAZ,2019,7.633846
KAZ,2020,7.7026634
KAZ,2021,7.7730656
KAZ,2022,7.8448143
KAZ,2023,7.9165325
KAZ,2024,7.988314
KAZ,2025,8.061112
KEN,2015,25.703142
KEN,2016,25.736538
KEN,2017,25.769928
KEN,2018,25.803328
KEN,2019,25.83673
KEN,2020,25.870123
KEN,2021,25.907795
KEN,2022,25.945717
KEN,2023,25.983625
KEN,2024,26.021343
KEN,2025,26.058372
KIR,2015,27.026165
KIR,2016,27.06284
KIR,2017,27.099508
KIR,2018,27.136177
KIR,2019,27.17284
KIR,2020,27.209507
KIR,2021,27.250086
KIR,2022,27.290709
KIR,2023,27.331333
KIR,2024,27.371962
KIR,2025,27.414703
KSV,2015,11.117266
KSV,2016,11.174382
KSV,2017,11.231498
KSV,2018,11.288619
KSV,2019,11.345728
KSV,2020,11.407913
KSV,2021,11.47045
KSV,2022,11.53299
KSV,2023,11.596677
KSV,2024,11.660998
KSV,2025,11.726153
KWT,2015,26.698978
KWT,2016,26.750484
KWT,2017,26.801994
KWT,2018,26.85349
KWT,2019,26.904987
KWT,2020,26.956484
KWT,2021,27.007984
KWT,2022,27.059488
KWT,2023,27.110996
KWT,2024,27.162493
KWT,2025,27.213987
KGZ,2015,0.60498774
KGZ,2016,0.63671404
KGZ,2017,0.66802067
KGZ,2018,0.6903986
KGZ,2019,0.7156133
KGZ,2020,0.7522513
KGZ,2021,0.79615146
KGZ,2022,0.83699954
KGZ,2023,0.88883114
KGZ,2024,0.9521624
KGZ,2025,1.0142815
LAO,2015,23.532488
LAO,2016,23.586195
LAO,2017,23.639906
LAO,2018,23.693604
LAO,2019,23.745237
LAO,2020,23.79372
LAO,2021,23.842196
LAO,2022,23.890678
LAO,2023,23.939161
LAO,2024,23.987648
LAO,2025,24.036232
LVA,2015,7.33558
LVA,2016,7.407585
LVA,2017,7.4795995
LVA,2018,7.552502
LVA,2019,7.6236854
LVA,2020,7.6936088
LVA,2021,7.7650967
LVA,2022,7.836584
LVA,2023,7.9081616
LVA,2024,7.9805326
LVA,2025,8.052909
LBN,2015,16.3181
LBN,2016,16.374613
LBN,2017,16.431131
LBN,2018,16.487648
LBN,2019,16.544153
LBN,2020,16.600666
LBN,2021,16.657558
LBN,2022,16.718103
LBN,2023,16.778973
LBN,2024,16.840044
LBN,2025,16.901585
LBR,2015,25.504229
LBR,2016,25.555613
LBR,2017,25.606993
LBR,2018,25.658367
LBR,2019,25.709759
LBR,2020,25.760883
LBR,2021,25.811378
LBR,2022,25.861887
LBR,2023,25.912388
LBR,2024,25.962883
LBR,2025,26.013393
LSO,2015,11.83917
LSO,2016,11.903195
LSO,2017,11.967221
LSO,2018,12.03232
LSO,2019,12.098252
LSO,2020,12.164184
LSO,2021,12.230145
LSO,2022,12.296456
LSO,2023,12.36277
LSO,2024,12.429288
LSO,2025,12.496342
LBY,2015,23.074726
LBY,2016,23.123882
LBY,2017,23.173042
LBY,2018,23.222195
LBY,2019,23.27235
LBY,2020,23.32547
LBY,2021,23.37861
LBY,2022,23.431732
LBY,2023,23.484854
LBY,2024,23.537985
LBY,2025,23.591112
LIE,2015,6.7066607
LIE,2016,6.779636
LIE,2017,6.853986
LIE,2018,6.929893
LIE,2019,7.006562
LIE,2020,7.0753226
LIE,2021,7.1372094
LIE,2022,7.1970344
LIE,2023,7.25686
LIE,2024,7.318157
LIE,2025,7.37526
LTU,2015,7.9710274
LTU,2016,8.043809
LTU,2017,8.117243
LTU,2018,8.190718
LTU,2019,8.2647915
LTU,2020,8.338864
LTU,2021,8.410075
LTU,2022,8.481236
LTU,2023,8.553856
LTU,2024,8.627082
LTU,2025,8.700308
LUX,2015,9.788067
LUX,2016,9.857157
LUX,2017,9.926554
LUX,2018,9.99595
LUX,2019,10.065347
LUX,2020,10.135213
LUX,2021,10.205389
LUX,2022,10.276054
LUX,2023,10.347158
LUX,2024,10.419445
LUX,2025,10.494411
MDG,2015,22.973454
MDG,2016,23.013369
MDG,2017,23.053288
MDG,2018,23.0932
MDG,2019,23.133116
MDG,2020,23.17303
MDG,2021,23.212954
MDG,2022,23.25286
MDG,2023,23.295187
MDG,2024,23.340607
MDG,2025,23.38899
MWI,2015,22.29509
MWI,2016,22.331873
MWI,2017,22.368631
MWI,2018,22.405416
MWI,2019,22.44219
MWI,2020,22.4793
MWI,2021,22.520813
MWI,2022,22.562109
MWI,2023,22.602581
MWI,2024,22.643055
MWI,2025,22.683538
MDV,2015,27.578432
MDV,2016,27.602617
MDV,2017,27.6268
MDV,2018,27.650997
MDV,2019,27.674803
MDV,2020,27.69811
MDV,2021,27.721418
MDV,2022,27.744722
MDV,2023,27.771124
MDV,2024,27.799501
MDV,2025,27.827871
MLI,2015,29.065525
MLI,2016,29.10369
MLI,2017,29.147322
MLI,2018,29.190948
MLI,2019,29.234564
MLI,2020,29.277319
MLI,2021,29.32007
MLI,2022,29.363531
MLI,2023,29.407244
MLI,2024,29.45095
MLI,2025,29.494658
MYS,2015,25.71848
MYS,2016,25.763924
MYS,2017,25.809713
MYS,2018,25.857847
MYS,2019,25.908228
MYS,2020,25.958635
MYS,2021,26.010443
MYS,2022,26.062235
MYS,2023,26.113678
MYS,2024,26.164598
MYS,2025,26.21553
MHL,2015,27.324247
MHL,2016,27.366966
MHL,2017,27.409695
MHL,2018,27.452414
MHL,2019,27.495146
MHL,2020,27.537867
MHL,2021,27.580584
MHL,2022,27.623047
MHL,2023,27.665052
MHL,2024,27.707047
MHL,2025,27.75037
MLT,2015,19.330973
MLT,2016,19.368397
MLT,2017,19.405813
MLT,2018,19.443235
MLT,2019,19.481329
MLT,2020,19.526693
MLT,2021,19.573673
MLT,2022,19.626696
MLT,2023,19.681273
MLT,2024,19.735006
MLT,2025,19.788748
MRT,2015,28.01436
MRT,2016,28.046892
MRT,2017,28.079435
MRT,2018,28.111977
MRT,2019,28.151964
MRT,2020,28.194206
MRT,2021,28.240498
MRT,2022,28.293365
MRT,2023,28.34624
MRT,2024,28.399113
MRT,2025,28.45197
MDA,2015,11.590498
MDA,2016,11.663795
MDA,2017,11.737065
MDA,2018,11.810277
MDA,2019,11.883301
MDA,2020,11.957068
MDA,2021,12.030909
MDA,2022,12.105057
MDA,2023,12.172703
MDA,2024,12.237718
MDA,2025,12.29842
MEX,2015,21.424307
MEX,2016,21.472122
MEX,2017,21.523119
MEX,2018,21.574121
MEX,2019,21.625118
MEX,2020,21.676123
MEX,2021,21.727121
MEX,2022,21.77812
MEX,2023,21.828262
MEX,2024,21.879148
MEX,2025,21.930607
MUS,2015,24.25075
MUS,2016,24.27718
MUS,2017,24.303627
MUS,2018,24.330065
MUS,2019,24.356512
MUS,2020,24.382948
MUS,2021,24.413277
MUS,2022,24.448627
MUS,2023,24.48508
MUS,2024,24.52613
MUS,2025,24.566362
MCO,2015,14.401474
MCO,2016,14.464997
MCO,2017,14.528963
MCO,2018,14.593155
MCO,2019,14.657337
MCO,2020,14.723448
MCO,2021,14.789626
MCO,2022,14.855811
MCO,2023,14.921991
MCO,2024,14.988178
MCO,2025,15.054033
MNE,2015,10.689644
MNE,2016,10.76098
MNE,2017,10.832321
MNE,2018,10.904731
MNE,2019,10.977849
MNE,2020,11.050967
MNE,2021,11.122075
MNE,2022,11.192263
MNE,2023,11.2633
MNE,2024,11.334706
MNE,2025,11.406122
MNG,2015,1.4756572
MNG,2016,1.5173249
MNG,2017,1.5589921
MNG,2018,1.6006587
MNG,2019,1.6353608
MNG,2020,1.6658373
MNG,2021,1.6962972
MNG,2022,1.7285157
MNG,2023,1.7656622
MNG,2024,1.8065047
MNG,2025,1.8467118
MAR,2015,19.35114
MAR,2016,19.387331
MAR,2017,19.426422
MAR,2018,19.467909
MAR,2019,19.512453
MAR,2020,19.563702
MAR,2021,19.61395
MAR,2022,19.66208
MAR,2023,19.71232
MAR,2024,19.763966
MAR,2025,19.815615
MOZ,2015,24.107332
MOZ,2016,24.152878
MOZ,2017,24.200745
MOZ,2018,24.248625
MOZ,2019,24.2965
MOZ,2020,24.344374
MOZ,2021,24.392246
MOZ,2022,24.442
MOZ,2023,24.494684
MOZ,2024,24.548794
MOZ,2025,24.604492
MSR,2015,26.451733
MSR,2016,26.466347
MSR,2017,26.48093
MSR,2018,26.497652
MSR,2019,26.519817
MSR,2020,26.547289
MSR,2021,26.579256
MSR,2022,26.615652
MSR,2023,26.65203
MSR,2024,26.691063
MSR,2025,26.732674
MMR,2015,23.99927
MMR,2016,24.039648
MMR,2017,24.080137
MMR,2018,24.12063
MMR,2019,24.161137
MMR,2020,24.204739
MMR,2021,24.25054
MMR,2022,24.296349
MMR,2023,24.342161
MMR,2024,24.387974
MMR,2025,24.433784
NAM,2015,22.07271
NAM,2016,22.126974
NAM,2017,22.181221
NAM,2018,22.235508
NAM,2019,22.290287
NAM,2020,22.34616
NAM,2021,22.408672
NAM,2022,22.47799
NAM,2023,22.548822
NAM,2024,22.61528
NAM,2025,22.680895
NRU,2015,27.614859
NRU,2016,27.65226
NRU,2017,27.689661
NRU,2018,27.725748
NRU,2019,27.761768
NRU,2020,27.79781
NRU,2021,27.83384
NRU,2022,27.869867
NRU,2023,27.908237
NRU,2024,27.951223
NRU,2025,27.994207
NCL,2015,23.158863
NCL,2016,23.18269
NCL,2017,23.206522
NCL,2018,23.230358
NCL,2019,23.261526
NCL,2020,23.296713
NCL,2021,23.33906
NCL,2022,23.38172
NCL,2023,23.430805
NCL,2024,23.479904
NCL,2025,23.528984
NLD,2015,10.695173
NLD,2016,10.765869
NLD,2017,10.837538
NLD,2018,10.909208
NLD,2019,10.980879
NLD,2020,11.05335
NLD,2021,11.126267
NLD,2022,11.199615
NLD,2023,11.272994
NLD,2024,11.346382
NLD,2025,11.419872
NPL,2015,12.789494
NPL,2016,12.801839
NPL,2017,12.814192
NPL,2018,12.82654
NPL,2019,12.842212
NPL,2020,12.860088
NPL,2021,12.879269
NPL,2022,12.907935
NPL,2023,12.942427
NPL,2024,12.980029
NPL,2025,13.024278
NER,2015,27.833885
NER,2016,27.87291
NER,2017,27.911993
NER,2018,27.951069
NER,2019,27.99013
NER,2020,28.029202
NER,2021,28.068264
NER,2022,28.110031
NER,2023,28.154375
NER,2024,28.198708
NER,2025,28.245676
NIC,2015,25.74256
NIC,2016,25.776892
NIC,2017,25.81123
NIC,2018,25.845568
NIC,2019,25.880491
NIC,2020,25.918724
NIC,2021,25.956953
NIC,2022,25.9952
NIC,2023,26.03369
NIC,2024,26.072163
NIC,2025,26.110636
NZL,2015,10.489101
NZL,2016,10.556818
NZL,2017,10.624379
NZL,2018,10.691908
NZL,2019,10.759436
NZL,2020,10.8268385
NZL,2021,10.894245
NZL,2022,10.961082
NZL,2023,11.027573
NZL,2024,11.094064
NZL,2025,11.160815
NFK,2015,20.234428
NFK,2016,20.262932
NFK,2017,20.291431
NFK,2018,20.319933
NFK,2019,20.348427
NFK,2020,20.376934
NFK,2021,20.40543
NFK,2022,20.439241
NFK,2023,20.476807
NFK,2024,20.52215
NFK,2025,20.570656
NGA,2015,27.803846
NGA,2016,27.833553
NGA,2017,27.86325
NGA,2018,27.892963
NGA,2019,27.922663
NGA,2020,27.953875
NGA,2021,27.99162
NGA,2022,28.031025
NGA,2023,28.070429
NGA,2024,28.111061
NGA,2025,28.152727
NIU,2015,25.458263
NIU,2016,25.485544
NIU,2017,25.515778
NIU,2018,25.550201
NIU,2019,25.584625
NIU,2020,25.619064
NIU,2021,25.653496
NIU,2022,25.687946
NIU,2023,25.723082
NIU,2024,25.75963
NIU,2025,25.797447
MKD,2015,11.909047
MKD,2016,11.97806
MKD,2017,12.043432
MKD,2018,12.108812
MKD,2019,12.174185
MKD,2020,12.239557
MKD,2021,12.305325
MKD,2022,12.37278
MKD,2023,12.440383
MKD,2024,12.507985
MKD,2025,12.575586
MNP,2015,27.288116
MNP,2016,27.312765
MNP,2017,27.337404
MNP,2018,27.362043
MNP,2019,27.389114
MNP,2020,27.42259
MNP,2021,27.457436
MNP,2022,27.494112
MNP,2023,27.530794
MNP,2024,27.568998
MNP,2025,27.614262
NOR,2015,3.0908535
NOR,2016,3.121721
NOR,2017,3.1626523
NOR,2018,3.209988
NOR,2019,3.257233
NOR,2020,3.3039246
NOR,2021,3.3506153
NOR,2022,3.397541
NOR,2023,3.4487517
NOR,2024,3.4999013
NOR,2025,3.5485861
OMN,2015,28.151148
OMN,2016,28.174664
OMN,2017,28.198185
OMN,2018,28.221697
OMN,2019,28.245226
OMN,2020,28.268747
OMN,2021,28.292261
OMN,2022,28.321606
OMN,2023,28.354702
OMN,2024,28.394032
OMN,2025,28.433355
PAK,2015,21.12442
PAK,2016,21.16458
PAK,2017,21.204742
PAK,2018,21.244896
PAK,2019,21.285255
PAK,2020,21.325636
PAK,2021,21.36602
PAK,2022,21.406397
PAK,2023,21.446781
PAK,2024,21.487165
PAK,2025,21.527546
PLW,2015,27.317654
PLW,2016,27.343292
PLW,2017,27.36893
PLW,2018,27.39515
PLW,2019,27.423971
PLW,2020,27.453524
PLW,2021,27.483986
PLW,2022,27.516165
PLW,2023,27.550596
PLW,2024,27.58501
PLW,2025,27.619818
PAN,2015,25.575243
PAN,2016,25.616564
PAN,2017,25.657898
PAN,2018,25.699215
PAN,2019,25.74055
PAN,2020,25.780943
PAN,2021,25.821234
PAN,2022,25.861502
PAN,2023,25.90428
PAN,2024,25.949835
PAN,2025,25.995396
PNG,2015,23.703066
PNG,2016,23.732414
PNG,2017,23.761765
PNG,2018,23.791117
PNG,2019,23.820976
PNG,2020,23.854286
PNG,2021,23.89078
PNG,2022,23.93409
PNG,2023,23.988365
PNG,2024,24.04465
PNG,2025,24.10124
PRY,2015,24.088856
PRY,2016,24.142614
PRY,2017,24.196367
PRY,2018,24.250124
PRY,2019,24.303875
PRY,2020,24.35576
PRY,2021,24.402832
PRY,2022,24.449915
PRY,2023,24.496986
PRY,2024,24.544064
PRY,2025,24.591135
PCN,2015,23.564474
PCN,2016,23.58038
PCN,2017,23.598583
PCN,2018,23.6168
PCN,2019,23.635004
PCN,2020,23.653357
PCN,2021,23.67733
PCN,2022,23.701914
PCN,2023,23.7328
PCN,2024,23.763807
PCN,2025,23.794832
PER,2015,18.816101
PER,2016,18.849281
PER,2017,18.888906
PER,2018,18.932114
PER,2019,18.982658
PER,2020,19.033796
PER,2021,19.088049
PER,2022,19.146933
PER,2023,19.206362
PER,2024,19.270672
PER,2025,19.334982
PHL,2015,26.777622
PHL,2016,26.823376
PHL,2017,26.869122
PHL,2018,26.914867
PHL,2019,26.960615
PHL,2020,27.006365
PHL,2021,27.052116
PHL,2022,27.097868
PHL,2023,27.143612
PHL,2024,27.189367
PHL,2025,27.235113
POL,2015,9.57956
POL,2016,9.654294
POL,2017,9.729022
POL,2018,9.80333
POL,2019,9.874613
POL,2020,9.946496
POL,2021,10.018282
POL,2022,10.090795
POL,2023,10.164493
POL,2024,10.238259
POL,2025,10.312154
PRI,2015,25.679773
PRI,2016,25.704742
PRI,2017,25.72971
PRI,2018,25.7626
PRI,2019,25.796782
PRI,2020,25.831036
PRI,2021,25.864326
PRI,2022,25.897642
PRI,2023,25.934319
PRI,2024,25.970991
PRI,2025,26.007778
PRT,2015,15.780463
PRT,2016,15.818658
PRT,2017,15.85825
PRT,2018,15.8985195
PRT,2019,15.939386
PRT,2020,15.982718
PRT,2021,16.030258
PRT,2022,16.081636
PRT,2023,16.137867
PRT,2024,16.197124
PRT,2025,16.256594
KOR,2015,13.069934
KOR,2016,13.110731
KOR,2017,13.152806
KOR,2018,13.195497
KOR,2019,13.238188
KOR,2020,13.280878
KOR,2021,13.3222275
KOR,2022,13.360781
KOR,2023,13.401282
KOR,2024,13.449763
KOR,2025,13.496008
QAT,2015,28.35828
QAT,2016,28.401701
QAT,2017,28.445847
QAT,2018,28.489998
QAT,2019,28.530111
QAT,2020,28.568617
QAT,2021,28.607141
QAT,2022,28.645643
QAT,2023,28.684149
QAT,2024,28.72265
QAT,2025,28.761156
VEN,2015,25.824783
VEN,2016,25.860525
VEN,2017,25.896255
VEN,2018,25.932007
VEN,2019,25.967743
VEN,2020,26.003473
VEN,2021,26.03977
VEN,2022,26.079039
VEN,2023,26.121387
VEN,2024,26.163742
VEN,2025,26.206083
ROU,2015,10.520831
ROU,2016,10.588479
ROU,2017,10.656185
ROU,2018,10.723886
ROU,2019,10.79318
ROU,2020,10.864099
ROU,2021,10.935523
ROU,2022,11.007371
ROU,2023,11.079213
ROU,2024,11.151052
ROU,2025,11.222903
RUS,2015,-3.1908653
RUS,2016,-3.0878575
RUS,2017,-2.9820316
RUS,2018,-2.8354275
RUS,2019,-2.7213392
RUS,2020,-2.6210978
RUS,2021,-2.5138657
RUS,2022,-2.4022324
RUS,2023,-2.2809687
RUS,2024,-2.1608691
RUS,2025,-2.0449402
YEM,2015,26.117634
YEM,2016,26.146383
YEM,2017,26.175146
YEM,2018,26.203896
YEM,2019,26.232655
YEM,2020,26.263412
YEM,2021,26.29719
YEM,2022,26.335823
YEM,2023,26.376852
YEM,2024,26.417877
YEM,2025,26.464457
KNA,2015,26.734976
KNA,2016,26.747225
KNA,2017,26.771242
KNA,2018,26.80131
KNA,2019,26.833256
KNA,2020,26.865198
KNA,2021,26.89715
KNA,2022,26.933174
KNA,2023,26.969826
KNA,2024,27.00648
KNA,2025,27.043135
RWA,2015,19.877071
RWA,2016,19.924986
RWA,2017,19.976532
RWA,2018,20.026176
RWA,2019,20.072704
RWA,2020,20.119236
RWA,2021,20.165758
RWA,2022,20.214882
RWA,2023,20.270044
RWA,2024,20.32551
RWA,2025,20.382015
SHN,2015,19.179003
SHN,2016,19.206396
SHN,2017,19.239445
SHN,2018,19.27652
SHN,2019,19.313595
SHN,2020,19.35067
SHN,2021,19.387747
SHN,2022,19.433428
SHN,2023,19.483143
SHN,2024,19.533466
SHN,2025,19.584736
BLM,2015,26.378384
BLM,2016,26.388962
BLM,2017,26.401402
BLM,2018,26.421535
BLM,2019,26.446756
BLM,2020,26.471968
BLM,2021,26.497171
BLM,2022,26.52658
BLM,2023,26.557123
BLM,2024,26.587662
BLM,2025,26.61821
LCA,2015,26.840046
LCA,2016,26.8702
LCA,2017,26.900352
LCA,2018,26.930717
LCA,2019,26.9611
LCA,2020,26.991484
LCA,2021,27.021872
LCA,2022,27.052256
LCA,2023,27.08265
LCA,2024,27.113022
LCA,2025,27.143406
VCT,2015,26.710236
VCT,2016,26.729889
VCT,2017,26.749535
VCT,2018,26.769186
VCT,2019,26.788837
VCT,2020,26.812506
VCT,2021,26.837923
VCT,2022,26.867584
VCT,2023,26.897995
VCT,2024,26.93202
VCT,2025,26.967445
MAF,2015,26.439787
MAF,2016,26.457943
MAF,2017,26.477547
MAF,2018,26.502563
MAF,2019,26.527586
MAF,2020,26.552599
MAF,2021,26.577621
MAF,2022,26.60265
MAF,2023,26.629442
MAF,2024,26.657051
MAF,2025,26.684677
SPM,2015,6.6003265
SPM,2016,6.656159
SPM,2017,6.711986
SPM,2018,6.7678194
SPM,2019,6.8236494
SPM,2020,6.8794813
SPM,2021,6.935312
SPM,2022,6.9923806
SPM,2023,7.0502925
SPM,2024,7.109485
SPM,2025,7.169304
WSM,2015,26.268288
WSM,2016,26.303732
WSM,2017,26.339151
WSM,2018,26.374588
WSM,2019,26.410017
WSM,2020,26.445457
WSM,2021,26.480894
WSM,2022,26.516329
WSM,2023,26.551767
WSM,2024,26.586784
WSM,2025,26.622252
SAU,2015,26.699097
SAU,2016,26.749508
SAU,2017,26.79993
SAU,2018,26.850359
SAU,2019,26.90077
SAU,2020,26.951185
SAU,2021,27.001604
SAU,2022,27.052034
SAU,2023,27.102436
SAU,2024,27.152855
SAU,2025,27.20328
SEN,2015,29.541197
SEN,2016,29.56616
SEN,2017,29.591312
SEN,2018,29.616526
SEN,2019,29.646597
SEN,2020,29.680529
SEN,2021,29.71439
SEN,2022,29.751135
SEN,2023,29.788046
SEN,2024,29.826141
SEN,2025,29.866732
SMR,2015,12.696968
SMR,2016,12.744042
SMR,2017,12.79111
SMR,2018,12.839821
SMR,2019,12.893487
SMR,2020,12.947802
SMR,2021,13.002115
SMR,2022,13.056611
SMR,2023,13.111483
SMR,2024,13.166363
SMR,2025,13.221235
SLE,2015,26.055534
SLE,2016,26.110445
SLE,2017,26.166315
SLE,2018,26.222267
SLE,2019,26.278217
SLE,2020,26.33417
SLE,2021,26.390125
SLE,2022,26.446068
SLE,2023,26.502026
SLE,2024,26.560846
SLE,2025,26.621576
SRB,2015,12.026898
SRB,2016,12.092708
SRB,2017,12.159351
SRB,2018,12.226001
SRB,2019,12.292772
SRB,2020,12.359652
SRB,2021,12.4283495
SRB,2022,12.497887
SRB,2023,12.568856
SRB,2024,12.641744
SRB,2025,12.71471
SYC,2015,26.702026
SYC,2016,26.729235
SYC,2017,26.756447
SYC,2018,26.783669
SYC,2019,26.810867
SYC,2020,26.83808
SYC,2021,26.867706
SYC,2022,26.907148
SYC,2023,26.946592
SYC,2024,26.986032
SYC,2025,27.025782
SGP,2015,27.475086
SGP,2016,27.513123
SGP,2017,27.551157
SGP,2018,27.590475
SGP,2019,27.63112
SGP,2020,27.673498
SGP,2021,27.715866
SGP,2022,27.758244
SGP,2023,27.800613
SGP,2024,27.842985
SGP,2025,27.885359
SVK,2015,9.391635
SVK,2016,9.459869
SVK,2017,9.528097
SVK,2018,9.596332
SVK,2019,9.664646
SVK,2020,9.733448
SVK,2021,9.80225
SVK,2022,9.871061
SVK,2023,9.940442
SVK,2024,10.009824
SVK,2025,10.080551
SXM,2015,26.542248
SXM,2016,26.556946
SXM,2017,26.571913
SXM,2018,26.586887
SXM,2019,26.602444
SXM,2020,26.618074
SXM,2021,26.633696
SXM,2022,26.65916
SXM,2023,26.690601
SXM,2024,26.722057
SXM,2025,26.753515
SLB,2015,26.701817
SLB,2016,26.73111
SLB,2017,26.760405
SLB,2018,26.789688
SLB,2019,26.819021
SLB,2020,26.848494
SLB,2021,26.879284
SLB,2022,26.911932
SLB,2023,26.951904
SLB,2024,26.998137
SLB,2025,27.046387
SOM,2015,26.96557
SOM,2016,26.999775
SOM,2017,27.036478
SOM,2018,27.073355
SOM,2019,27.115095
SOM,2020,27.158678
SOM,2021,27.202267
SOM,2022,27.245886
SOM,2023,27.289719
SOM,2024,27.333538
SOM,2025,27.377821
SVN,2015,10.586578
SVN,2016,10.651197
SVN,2017,10.715823
SVN,2018,10.780441
SVN,2019,10.845523
SVN,2020,10.910868
SVN,2021,10.979325
SVN,2022,11.048697
SVN,2023,11.120622
SVN,2024,11.193131
SVN,2025,11.265815
ESP,2015,14.869384
ESP,2016,14.921967
ESP,2017,14.974551
ESP,2018,15.027123
ESP,2019,15.082282
ESP,2020,15.13875
ESP,2021,15.1963825
ESP,2022,15.25641
ESP,2023,15.316454
ESP,2024,15.376491
ESP,2025,15.436525
SSD,2015,27.952518
SSD,2016,28.007713
SSD,2017,28.062912
SSD,2018,28.118113
SSD,2019,28.173325
SSD,2020,28.228552
SSD,2021,28.28601
SSD,2022,28.343464
SSD,2023,28.400913
SSD,2024,28.458372
SSD,2025,28.515818
ZAF,2015,17.987469
ZAF,2016,18.024805
ZAF,2017,18.063505
ZAF,2018,18.109554
ZAF,2019,18.155611
ZAF,2020,18.20167
ZAF,2021,18.24772
ZAF,2022,18.29586
ZAF,2023,18.344694
ZAF,2024,18.397146
ZAF,2025,18.45105
LKA,2015,26.91254
LKA,2016,26.927164
LKA,2017,26.941822
LKA,2018,26.95656
LKA,2019,26.97131
LKA,2020,26.98908
LKA,2021,27.011572
LKA,2022,27.039465
LKA,2023,27.067526
LKA,2024,27.096079
LKA,2025,27.127462
SDN,2015,27.816105
SDN,2016,27.860842
SDN,2017,27.905857
SDN,2018,27.952066
SDN,2019,28.00258
SDN,2020,28.053114
SDN,2021,28.103628
SDN,2022,28.155281
SDN,2023,28.20903
SDN,2024,28.262774
SDN,2025,28.316479
SUR,2015,25.826473
SUR,2016,25.842463
SUR,2017,25.858465
SUR,2018,25.874458
SUR,2019,25.890596
SUR,2020,25.910498
SUR,2021,25.933413
SUR,2022,25.960032
SUR,2023,25.986454
SUR,2024,26.012047
SUR,2025,26.041042
CHE,2015,6.3653784
CHE,2016,6.442728
CHE,2017,6.520078
CHE,2018,6.5974464
CHE,2019,6.6748195
CHE,2020,6.752193
CHE,2021,6.8295646
CHE,2022,6.906938
CHE,2023,6.9843974
CHE,2024,7.0626173
CHE,2025,7.141246
SJM,2015,-5.904435
SJM,2016,-5.751698
SJM,2017,-5.597865
SJM,2018,-5.4422784
SJM,2019,-5.2865014
SJM,2020,-5.1285973
SJM,2021,-4.961214
SJM,2022,-4.783202
SJM,2023,-4.604336
SJM,2024,-4.425103
SJM,2025,-4.245732
SWE,2015,3.950766
SWE,2016,3.999325
SWE,2017,4.043531
SWE,2018,4.087737
SWE,2019,4.142426
SWE,2020,4.2000155
SWE,2021,4.2531734
SWE,2022,4.279154
SWE,2023,4.29853
SWE,2024,4.324063
SWE,2025,4.3488746
STP,2015,26.282692
STP,2016,26.312002
STP,2017,26.341278
STP,2018,26.370752
STP,2019,26.400476
STP,2020,26.43103
STP,2021,26.461584
STP,2022,26.49213
STP,2023,26.522684
STP,2024,26.55323
STP,2025,26.58379
SYR,2015,19.635859
SYR,2016,19.696285
SYR,2017,19.756714
SYR,2018,19.81714
SYR,2019,19.877565
SYR,2020,19.93799
SYR,2021,19.994576
SYR,2022,20.049805
SYR,2023,20.105024
SYR,2024,20.160261
SYR,2025,20.21548
TJK,2015,0.46588117
TJK,2016,0.49681884
TJK,2017,0.5252049
TJK,2018,0.55351853
TJK,2019,0.5818316
TJK,2020,0.6099332
TJK,2021,0.6377744
TJK,2022,0.66725457
TJK,2023,0.69826216
TJK,2024,0.73566365
TJK,2025,0.7882877
BHS,2015,25.815084
BHS,2016,25.86216
BHS,2017,25.910254
BHS,2018,25.958353
BHS,2019,26.006454
BHS,2020,26.054552
BHS,2021,26.10265
BHS,2022,26.150743
BHS,2023,26.198843
BHS,2024,26.246952
BHS,2025,26.295065
THA,2015,26.836657
THA,2016,26.883963
THA,2017,26.931286
THA,2018,26.978588
THA,2019,27.033962
THA,2020,27.09007
THA,2021,27.146154
THA,2022,27.202251
THA,2023,27.258352
THA,2024,27.31445
THA,2025,27.370548
TZA,2015,23.497982
TZA,2016,23.526133
TZA,2017,23.554258
TZA,2018,23.582397
TZA,2019,23.610533
TZA,2020,23.638664
TZA,2021,23.66908
TZA,2022,23.699718
TZA,2023,23.73496
TZA,2024,23.7702
TZA,2025,23.807594
GMB,2015,27.801308
GMB,2016,27.838211
GMB,2017,27.875114
