epoch,loss,val_loss
0,39.68762969970703,2.826472043991089
1,2.164907693862915,1.6897159814834595
2,0.799593448638916,0.41966596245765686
3,0.3896629810333252,0.3580349385738373
4,0.3728694021701813,0.36656755208969116
5,0.3426768183708191,0.4875282943248749
6,0.4082188010215759,0.4176671802997589
7,0.35116809606552124,0.381791889667511
8,0.35146331787109375,0.40136343240737915
9,0.35627129673957825,0.5284278988838196
10,0.354509174823761,0.383594274520874
11,0.3269689679145813,0.3172258734703064
12,0.34165480732917786,0.3854354918003082
13,0.36215054988861084,0.43726229667663574
14,0.33623531460762024,0.3308658301830292
15,0.33479636907577515,0.3364950120449066
16,0.3494338095188141,0.42325907945632935
17,0.32316839694976807,0.4459337294101715
18,0.33144113421440125,0.3914033770561218
19,0.31722208857536316,0.3762916326522827
20,0.3224696218967438,0.7158581614494324
21,0.2972559332847595,0.4601454734802246
22,0.32300227880477905,0.31249314546585083
23,0.3360118269920349,0.3150795102119446
24,0.28515541553497314,0.40372300148010254
25,0.2789091169834137,0.3160770833492279
26,0.29262006282806396,0.32706379890441895
27,0.293923944234848,0.3345243036746979
28,0.2849864959716797,0.30143213272094727
29,0.29686439037323,0.3020566403865814
30,0.2915286123752594,0.3028776943683624
31,0.29469794034957886,0.3235088884830475
32,0.28094762563705444,0.3583114743232727
33,0.27604973316192627,0.2989535629749298
34,0.2874533534049988,0.3226076364517212
35,0.2736862301826477,0.3223525583744049
36,0.2765122056007385,0.3058065176010132
37,0.27236708998680115,0.34799128770828247
38,0.27312594652175903,0.2893485128879547
39,0.26161879301071167,0.35043805837631226
40,0.27177852392196655,0.31120336055755615
41,0.2596936523914337,0.3405894637107849
42,0.27557265758514404,0.2735174596309662
43,0.26399654150009155,0.3108922243118286
44,0.262093722820282,0.28942999243736267
45,0.2699722945690155,0.3210506737232208
46,0.2598295509815216,0.2886096239089966
47,0.2596839666366577,0.27851051092147827
48,0.2513677179813385,0.3047436773777008
49,0.25631576776504517,0.28569740056991577
50,0.245139017701149,0.2925265431404114
51,0.25498437881469727,0.27411308884620667
52,0.2465711236000061,0.2595365643501282
53,0.25730380415916443,0.28127390146255493
54,0.2391563057899475,0.32963627576828003
55,0.25570929050445557,0.3379456400871277
56,0.24163083732128143,0.39254218339920044
57,0.2434988021850586,0.2613845765590668
58,0.24351866543293,0.287653386592865
59,0.24470002949237823,0.2827254831790924
60,0.24487942457199097,0.3054456412792206
61,0.23339226841926575,0.28498587012290955
62,0.25151610374450684,0.3377065658569336
63,0.24064958095550537,0.2808853089809418
64,0.23972906172275543,0.2518404722213745
65,0.24115589261054993,0.28581565618515015
66,0.23357632756233215,0.27836424112319946
67,0.23032702505588531,0.2842352092266083
68,0.23111680150032043,0.36193588376045227
69,0.23944418132305145,0.25999072194099426
70,0.24920840561389923,0.2631145119667053
71,0.22704000771045685,0.3232952356338501
72,0.223896786570549,0.2898573577404022
73,0.2389812022447586,0.2948456406593323
74,0.23175840079784393,0.2573522627353668
75,0.22301633656024933,0.25582265853881836
76,0.23394335806369781,0.28840261697769165
77,0.2246219366788864,0.2720842957496643
78,0.2324339896440506,0.447551429271698
79,0.22623023390769958,0.27978625893592834
80,0.23427361249923706,0.28301146626472473
81,0.22361311316490173,0.26900070905685425
82,0.2294342815876007,0.2585654556751251
83,0.22652667760849,0.2702222764492035
84,0.22419856488704681,0.31754711270332336
85,0.22700023651123047,0.3652896583080292
86,0.22424842417240143,0.25247520208358765
87,0.21949593722820282,0.2645782232284546
88,0.22752466797828674,0.3347688615322113
89,0.22433358430862427,0.262001097202301
90,0.2264416366815567,0.4052751958370209
91,0.23087359964847565,0.2520121932029724
92,0.217795267701149,0.251533567905426
93,0.21578192710876465,0.26448142528533936
94,0.2215561717748642,0.3278493881225586
95,0.22399857640266418,0.280208557844162
96,0.21552777290344238,0.28553617000579834
97,0.2212369292974472,0.267551988363266
98,0.2117593139410019,0.30140915513038635
99,0.21798911690711975,0.2694646120071411
final,0.21798911690711975,0.2694646120071411,0.996922336129604
